CustomerID,AccountNumber,city,latitude,longitude,population,total_orders,total_spent,avg_order_value,days_since_last_purchase,days_since_first_purchase,unique_products,avg_days_between_orders,orders_per_month,customer_cohort,will_buy_soon,will_buy_again_6m,has_purchase_history,has_repeat_order_history,population_missing,city_class,favorite_category_Bikes,favorite_category_Clothing,favorite_category_Components,favorite_category_Unknown,geographic_area,distance_to_major_city_km,has_geographic_match,city_class_major,is_recent_buyer,is_at_risk,is_churned,value_per_product,spending_intensity,is_frequent_buyer,frequency_score,consistency_score,customer_lifetime,engagement_score,product_diversity,recency_monetary,frequency_monetary,recency_segment_recent,recency_segment_moderate,recency_segment_old,recency_segment_very_old,spending_tier_low,spending_tier_medium,country_Australia,country_France,country_Germany,country_United Kingdom,country_United States
19908,AW00019908,Paris,48.8319164,2.3558551,11060000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Major City,0,0,0,1,Paris,0.0,1,1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
19909,AW00019909,Bonn,50.734244999,7.099187,335789.0,1.0,63.97,21.323333,59,59,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Essen,80.46562456088056,1,0,0,0,0,21.323333333333334,1.0842372881355933,0,0.4,0.003568242640499554,59,0.419325189773282,3.0,3774.23,63.97,1,0,0,0,0,1,0,0,1,0,0
19910,AW00019910,Werne,51.6645622,7.6343848,107037.0,1.0,782.99,782.99,559,559,1.0,279.25,1.0,existing_returned,1,1,1,0,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,1,782.99,1.4006976744186046,0,0.4,0.003568242640499554,559,0.2795769662986434,1.0,437691.41000000003,782.99,0,0,0,1,0,1,0,0,1,0,0
19911,AW00019911,London,51.420287318258,-0.207126382835,11262000.0,1.0,1000.4375,1000.4375,260,260,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,London,0.0,1,1,0,0,1,1000.4375,3.8478365384615385,0,0.4,0.003568242640499554,260,0.33627047279214994,1.0,260113.75,1000.4375,0,0,1,0,0,1,0,0,0,1,0
19912,AW00019912,Newcastle Upon Tyne,54.978017857,-1.610202459,107037.0,1.0,1000.4375,1000.4375,253,253,1.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,1,1000.4375,3.954298418972332,0,0.4,0.003568242640499554,253,0.33825493881156743,1.0,253110.6875,1000.4375,0,0,1,0,0,1,0,0,0,1,0
19913,AW00019913,Bobigny,48.9065216,2.4407736,56927.0,1.0,28.98,14.49,153,153,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Saint-Denis,6.929692981981064,1,0,0,1,0,14.49,0.18941176470588236,0,0.4,0.003568242640499554,153,0.3724604341821113,2.0,4433.9400000000005,28.98,0,1,0,0,1,0,0,1,0,0,0
19914,AW00019914,Roncq,50.7542177,3.1205365,14075.0,1.0,31.27,10.423333,44,44,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Roubaix,7.921444167755458,1,0,0,0,0,10.423333333333334,0.7106818181818182,0,0.4,0.003568242640499554,44,0.42879663416134306,3.0,1375.8799999999999,31.27,1,0,0,0,1,0,0,1,0,0,0
19915,AW00019915,Mühlheim,50.11667,8.83333,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
19916,AW00019916,Watford,51.655123527,-0.395735292,90301.0,1.0,1000.4375,1000.4375,231,231,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_London,29.18960057624233,1,0,0,0,1,1000.4375,4.330898268398268,0,0.4,0.003568242640499554,231,0.344795305006915,1.0,231101.0625,1000.4375,0,0,1,0,0,1,0,0,0,1,0
19917,AW00019917,Wokingham,51.428147908965,-0.849753488251,38286.0,1.0,1000.4375,1000.4375,236,236,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_London,44.56530656484701,1,0,0,0,1,1000.4375,4.239141949152542,0,0.4,0.003568242640499554,236,0.34326681222642613,1.0,236103.25,1000.4375,0,0,1,0,0,1,0,0,0,1,0
19918,AW00019918,York,53.962026649,-1.083683588,141685.0,1.0,1000.4375,1000.4375,235,235,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Leeds,35.45400624915553,1,0,0,0,1,1000.4375,4.25718085106383,0,0.4,0.003568242640499554,235,0.3435704727921499,1.0,235102.8125,1000.4375,0,0,1,0,0,1,0,0,0,1,0
19919,AW00019919,Peterborough,52.572528071,-0.242483168,194000.0,1.0,4.99,4.99,76,76,1.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Peterborough,3.3584400533215314e-15,1,1,0,0,0,4.99,0.06565789473684211,0,0.4,0.003568242640499554,76,0.4093697925200411,1.0,379.24,4.99,1,0,0,0,1,0,0,0,0,1,0
19920,AW00019920,Paris,48.8319164,2.3558551,11060000.0,1.0,91.96,22.99,159,159,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Paris,0.0,1,1,0,1,0,22.99,0.5783647798742138,0,0.4,0.003568242640499554,159,0.3700399384410049,4.0,14621.64,91.96,0,1,0,0,0,1,0,1,0,0,0
19921,AW00019921,München,48.143438999,11.573599,107037.0,1.0,63.97,21.323333,106,106,3.0,279.25,1.0,existing_not_returned,0,0,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,21.323333333333334,0.6034905660377359,0,0.4,0.003568242640499554,106,0.39355454922527094,3.0,6780.82,63.97,0,1,0,0,0,1,0,0,1,0,0
19922,AW00019922,Colombes,48.9230455,2.2549454,91053.0,1.0,782.99,782.99,227,227,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Saint-Denis,6.8227981191805585,1,0,0,0,1,782.99,3.449295154185022,0,0.4,0.003568242640499554,227,0.34603668900836615,1.0,177738.73,782.99,0,0,1,0,0,1,0,1,0,0,0
19923,AW00019923,Paris,48.8319164,2.3558551,11060000.0,1.0,24.99,24.99,89,89,1.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Paris,0.0,1,1,0,0,0,24.99,0.2807865168539326,0,0.4,0.003568242640499554,89,0.40225990010492524,1.0,2224.1099999999997,24.99,1,0,0,0,1,0,0,1,0,0,0
19924,AW00019924,Ingolstadt,48.762385,11.4253513,142308.0,1.0,782.99,782.99,567,567,1.0,279.25,1.0,existing_returned,1,1,1,0,0,Small City,1,0,0,0,around_Stuttgart,164.724250785661,1,0,0,0,1,782.99,1.3809347442680777,0,0.4,0.003568242640499554,567,0.27855974317841603,1.0,443955.33,782.99,0,0,0,1,0,1,0,0,1,0,0
19925,AW00019925,Kassel,51.3187253,9.4946293,204687.0,1.0,83.97,27.99,20,20,3.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,1,0,0,around_Braunschweig,126.45418359263165,1,0,1,0,0,27.99,4.1985,0,0.4,0.003568242640499554,20,0.4454860572077343,3.0,1679.4,83.97,0,0,0,0,0,1,0,0,1,0,0
19926,AW00019926,Cheltenham,51.8979906,-2.0713084,116447.0,1.0,39.98,19.99,113,113,2.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Birmingham,60.80083435963995,1,0,0,1,0,19.99,0.35380530973451324,0,0.4,0.003568242640499554,113,0.3901499707000997,2.0,4517.74,39.98,0,1,0,0,1,0,0,0,0,1,0
19927,AW00019927,W. York,53.962026649,-1.083683588,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,1,Unknown,0,0,0,1,Unknown,-1.0,0,-1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
19928,AW00019928,Watford,51.655123527,-0.395735292,90301.0,1.0,4.99,4.99,86,86,1.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_London,29.18960057624233,1,0,0,0,0,4.99,0.05802325581395349,0,0.4,0.003568242640499554,86,0.4038642643664293,1.0,429.14000000000004,4.99,1,0,0,0,1,0,0,0,0,1,0
19929,AW00019929,Les Ulis,48.6826716,2.1694179,107037.0,1.0,63.97,21.323333,120,120,3.0,279.25,1.0,existing_not_returned,0,0,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,21.323333333333334,0.5330833333333334,0,0.4,0.003568242640499554,120,0.38684366866843856,3.0,7676.4,63.97,0,1,0,0,0,1,0,1,0,0,0
19930,AW00019930,Mühlheim,50.11667,8.83333,107037.0,1.0,782.99,782.99,577,577,1.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,1,782.99,1.357001733102253,0,0.4,0.003568242640499554,577,0.27731251100871046,1.0,451785.23,782.99,0,0,0,1,0,1,0,0,1,0,0
19931,AW00019931,Salzgitter,52.160600999,10.328465,105039.0,1.0,782.99,782.99,568,568,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Braunschweig,17.308926575607547,1,0,0,0,1,782.99,1.3785035211267607,0,0.4,0.003568242640499554,568,0.27843381684359686,1.0,444738.32,782.99,0,0,0,1,0,1,0,0,1,0,0
19932,AW00019932,Paris,48.8319164,2.3558551,11060000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Major City,0,0,0,1,Paris,0.0,1,1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
19933,AW00019933,Cambridge,52.204875146,0.119708761,123867.0,1.0,4.99,4.99,126,126,1.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Small City,0,0,0,0,around_Peterborough,47.701067659832646,1,0,0,1,0,4.99,0.039603174603174605,0,0.4,0.003568242640499554,126,0.38408472941129446,1.0,628.74,4.99,0,1,0,0,1,0,0,0,0,1,0
19934,AW00019934,Berlin,52.435047,13.19789,4679500.0,1.0,193.44,32.24,75,75,6.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Berlin,0.0,1,1,0,0,0,32.24,2.5792,0,0.4,0.003568242640499554,75,0.4099341091557863,6.0,14508.0,193.44,1,0,0,0,0,1,0,0,1,0,0
19935,AW00019935,Poing,48.171248999,11.818208001,16666.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Stuttgart,205.91987853135117,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
19936,AW00019936,Bottrop,51.5224888,6.9247636,118705.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Essen,9.58585785743575,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
19937,AW00019937,Kassel,51.3187253,9.4946293,204687.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Small City,0,0,0,1,around_Braunschweig,126.45418359263165,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
19938,AW00019938,London,51.420287318258,-0.207126382835,11262000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Major City,0,0,0,1,London,0.0,1,1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
19939,AW00019939,Stoke-On-Trent,53.022201047,-2.173368282,245000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,0,1,0,0,0,Major City,0,0,0,1,Stoke-On-Trent,7.073230889886872e-13,1,1,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
19940,AW00019940,London,51.420287318258,-0.207126382835,11262000.0,1.0,1000.4375,1000.4375,241,241,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,London,0.0,1,1,0,0,1,1000.4375,4.151192946058091,0,0.4,0.003568242640499554,241,0.3417635420990806,1.0,241105.4375,1000.4375,0,0,1,0,0,1,0,0,0,1,0
19941,AW00019941,London,51.420287318258,-0.207126382835,11262000.0,1.0,699.0982,699.0982,928,928,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,London,0.0,1,1,0,0,1,699.0982,0.7533385775862069,0,0.4,0.003568242640499554,928,0.24575724773414523,1.0,648763.1296,699.0982,0,0,0,1,0,1,0,0,0,1,0
19942,AW00019942,Oxon,52.068778,-1.316129,107037.0,1.0,699.0982,699.0982,915,915,1.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,1,699.0982,0.7640417486338799,0,0.4,0.003568242640499554,915,0.2466173477921499,1.0,639674.853,699.0982,0,0,0,1,0,1,0,0,0,1,0
19943,AW00019943,Paris,48.8319164,2.3558551,11060000.0,1.0,782.99,782.99,215,215,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,Paris,0.0,1,1,0,0,1,782.99,3.6418139534883722,0,0.4,0.003568242640499554,215,0.34986357624042574,1.0,168342.85,782.99,0,0,1,0,0,1,0,1,0,0,0
19944,AW00019944,Braunschweig,52.262489999,10.520524999,551000.0,1.0,782.99,782.99,522,522,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Major City,1,0,0,0,Braunschweig,0.0,1,1,0,0,1,782.99,1.4999808429118775,0,0.4,0.003568242640499554,522,0.2845203036827926,1.0,408720.78,782.99,0,0,0,1,0,1,0,0,1,0,0
19945,AW00019945,Orly,48.7430023,2.4012892,24658.0,1.0,782.99,782.99,241,241,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,1,0,0,0,around_Paris,10.43206791321269,1,0,0,0,1,782.99,3.2489211618257263,0,0.4,0.003568242640499554,241,0.3417635420990806,1.0,188700.59,782.99,0,0,1,0,0,1,0,1,0,0,0
19946,AW00019946,Leeds,53.800718598,-1.550267941,536280.0,1.0,86.95,21.7375,104,104,4.0,279.25,1.0,existing_not_returned,0,0,1,0,0,Major City,0,0,0,0,Leeds,0.0,1,1,0,1,0,21.7375,0.8360576923076923,0,0.4,0.003568242640499554,104,0.3945459525362864,4.0,9042.800000000001,86.95,0,1,0,0,0,1,0,0,0,1,0
19947,AW00019947,Sunbury,-37.5794297,144.7287551,38851.0,2.0,5302.318749999999,1514.1275,77,681,4.0,604.0,0.1,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Melbourne,33.37242569060018,1,0,0,0,0,1325.5796874999999,7.786077459618208,0,0.04,0.001652892561983471,681,0.26423342432968105,2.0,408278.54374999995,530.231875,1,0,0,0,0,0,1,0,0,0,0
19948,AW00019948,Melbourne,-37.8153434,144.9632276,5350705.0,2.0,5302.318749999999,2023.375,82,685,2.0,603.0,0.1,existing_not_returned,0,0,1,1,0,Major City,1,0,0,0,Melbourne,0.0,1,1,0,0,0,2651.1593749999997,7.740611313868612,0,0.04,0.0016556291390728477,685,0.261463131694742,1.0,434790.13749999995,530.231875,1,0,0,0,0,0,1,0,0,0,0
19949,AW00019949,North Ryde,-33.7962,151.129,107037.0,2.0,5302.318749999999,2018.073333,80,670,3.0,590.0,0.1,existing_not_returned,0,0,1,1,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,0,1767.439583333333,7.913908582089552,0,0.04,0.001692047377326565,670,0.26257502994353504,1.5,424185.49999999994,530.231875,1,0,0,0,0,0,1,0,0,0,0
19950,AW00019950,Perth,-31.9276941,115.8529442,2141834.0,2.0,5302.318749999999,1016.423333,40,684,6.0,644.0,0.095238095238,existing_not_returned,0,0,1,1,0,Major City,0,0,0,0,Perth,0.0,1,1,0,0,0,883.7197916666665,7.751927997076023,0,0.038095238095200004,0.0015503875968992248,684,0.28607358188752013,3.0,212092.74999999997,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19951,AW00019951,Hawthorne,-27.4619613,153.0604262,107037.0,2.0,5302.318749999999,2023.375,36,694,2.0,658.0,0.095238095238,existing_not_returned,0,0,1,1,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,0,2651.1593749999997,7.6402287463976934,0,0.038095238095200004,0.0015174506828528073,694,0.2887606621137588,1.0,190883.47499999998,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19952,AW00019952,South Melbourne,-37.8323792,144.9604333,107037.0,1.0,25.48,12.74,144,144,2.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,12.74,0.17694444444444446,0,0.4,0.003568242640499554,144,0.37619817416739554,2.0,3669.12,25.48,0,1,0,0,1,0,1,0,0,0,0
19953,AW00019953,Seaford,-38.1016991,145.1260663,107037.0,1.0,25.48,12.74,75,75,2.0,279.25,1.0,existing_returned,0,1,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,0,0,12.74,0.33973333333333333,0,0.4,0.003568242640499554,75,0.4099341091557863,2.0,1911.0,25.48,1,0,0,0,1,0,1,0,0,0,0
19954,AW00019954,Geelong,-38.1480041,144.3593453,180239.0,2.0,74.45,14.89,43,171,5.0,128.0,0.5,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Melbourne,64.5717970787108,1,0,0,0,0,14.89,0.43538011695906437,0,0.2,0.007751937984496124,171,0.3507079343365253,2.5,3201.35,37.225,1,0,0,0,0,1,1,0,0,0,0
19955,AW00019955,Geelong,-38.1480041,144.3593453,180239.0,1.0,30.48,15.24,36,36,2.0,279.25,1.0,existing_returned,1,1,1,0,0,Small City,0,0,0,0,around_Melbourne,64.5717970787108,1,0,0,0,0,15.24,0.8466666666666667,0,0.4,0.003568242640499554,36,0.43413780446297284,2.0,1097.28,30.48,1,0,0,0,1,0,1,0,0,0,0
19956,AW00019956,Warrnambool,-38.3864502,142.4820689,29661.0,2.0,5302.318749999999,1212.1,33,671,5.0,638.0,0.095238095238,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Melbourne,226.1949354400685,1,0,0,0,0,1060.46375,7.902114381520119,0,0.038095238095200004,0.001564945226917058,671,0.29083320694685866,2.5,174976.51875,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19957,AW00019957,Caloundra,-26.8029,153.127,41293.0,2.0,5302.318749999999,1508.9,43,686,4.0,643.0,0.095238095238,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Brisbane,74.8918536091124,1,0,0,0,0,1325.5796874999999,7.729327623906705,0,0.038095238095200004,0.0015527950310559005,686,0.2840862866885732,2.0,227999.70625,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19958,AW00019958,Sydney,-33.868719387,151.206957214,5450496.0,2.0,5302.318749999999,1514.1275,30,683,4.0,653.0,0.095238095238,existing_not_returned,0,0,1,1,0,Major City,0,0,0,0,Sydney,0.0,1,1,1,0,0,1325.5796874999999,7.763277818448023,0,0.038095238095200004,0.0015290519877675841,683,0.292912000707828,2.0,159069.56249999997,504.98273809473307,0,0,0,0,0,0,1,0,0,0,0
19959,AW00019959,Warrnambool,-38.3864502,142.4820689,29661.0,2.0,5302.318749999999,2018.87,35,672,3.0,637.0,0.095238095238,existing_not_returned,0,0,1,1,0,Small City,1,0,0,0,around_Melbourne,226.1949354400685,1,0,0,0,0,1767.439583333333,7.890355282738095,0,0.038095238095200004,0.001567398119122257,672,0.28945831467381666,1.5,185581.15624999997,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19960,AW00019960,South Melbourne,-37.8323792,144.9604333,107037.0,2.0,5302.318749999999,1530.0275,44,676,4.0,632.0,0.095238095238,existing_not_returned,0,0,1,1,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,0,1325.5796874999999,7.843666789940827,0,0.038095238095200004,0.001579778830963665,676,0.28343819025656225,2.0,233302.02499999997,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19961,AW00019961,Coffs Harbour,-30.2963074,153.1158144,27089.0,1.0,8.99,8.99,92,92,1.0,279.25,1.0,existing_returned,0,1,1,0,0,Small City,0,0,0,0,around_Gold Coast,257.0016840727315,1,0,0,1,0,8.99,0.09771739130434783,0,0.4,0.003568242640499554,92,0.4006765997068107,1.0,827.08,8.99,0,1,0,0,1,0,1,0,0,0,0
19962,AW00019962,East Brisbane,-27.4796746,153.0459021,107037.0,2.0,46.75,9.35,9,97,5.0,88.0,0.666666666666,existing_not_returned,0,0,1,1,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,1,0,0,9.35,0.48195876288659795,0,0.26666666666640004,0.011235955056179775,97,0.40281820184651557,2.5,420.75,31.166666666635503,0,0,0,0,1,0,1,0,0,0,0
19963,AW00019963,Port Macquarie,-31.4307035,152.9063337,44830.0,2.0,5302.318749999999,2018.073333,45,680,3.0,635.0,0.095238095238,existing_not_returned,0,0,1,1,0,Small City,1,0,0,0,around_Sydney,314.3202836321192,1,0,0,0,0,1767.439583333333,7.797527573529411,0,0.038095238095200004,0.0015723270440251573,680,0.2827829640829949,1.5,238604.34374999997,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19964,AW00019964,Findon,-34.9047624,138.5324053,107037.0,2.0,5302.318749999999,2018.87,40,691,3.0,651.0,0.095238095238,existing_not_returned,0,0,1,1,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,0,1767.439583333333,7.673399059334297,0,0.038095238095200004,0.0015337423312883436,691,0.2860685883078369,1.5,212092.74999999997,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19965,AW00019965,Sunbury,-37.5794297,144.7287551,38851.0,2.0,5302.318749999999,2018.87,32,676,3.0,644.0,0.095238095238,existing_not_returned,0,0,1,1,0,Small City,1,0,0,0,around_Melbourne,33.37242569060018,1,0,0,0,0,1767.439583333333,7.843666789940827,0,0.038095238095200004,0.0015503875968992248,676,0.2915218513156384,1.5,169674.19999999998,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19966,AW00019966,Wollongong,-34.4241792,150.8935489,261896.0,2.0,5302.318749999999,2023.375,51,674,2.0,623.0,0.095238095238,existing_not_returned,0,0,1,1,0,Major City,1,0,0,0,Wollongong,0.0,1,1,0,0,0,2651.1593749999997,7.866941765578634,0,0.038095238095200004,0.0016025641025641025,674,0.2789400183150031,1.0,270418.25625,504.98273809473307,1,0,0,0,0,0,1,0,0,0,0
19967,AW00019967,Sydney,-33.868719387,151.206957214,5450496.0,2.0,5302.318749999999,2009.856666,33,696,3.0,663.0,0.090909090909,existing_not_returned,0,0,1,1,0,Major City,1,0,0,0,Sydney,0.0,1,1,0,0,0,1767.439583333333,7.618274066091954,0,0.0363636363636,0.0015060240963855422,696,0.29012288991505913,1.5,174976.51875,482.0289772722452,1,0,0,0,0,0,1,0,0,0,0
19968,AW00019968,Milsons Point,-33.8463,151.212,107037.0,2.0,5302.318749999999,2023.375,49,660,2.0,611.0,0.1,existing_not_returned,0,0,1,1,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,0,2651.1593749999997,8.033816287878787,0,0.04,0.0016339869281045752,660,0.2809829497016198,1.0,259813.61874999997,530.231875,1,0,0,0,0,0,1,0,0,0,0
19969,AW00019969,Findon,-34.9047624,138.5324053,107037.0,2.0,98.45,19.69,52,179,5.0,127.0,0.5,existing_not_returned,0,0,1,1,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,0,0,19.69,0.55,0,0.2,0.0078125,179,0.3449336780575539,2.5,5119.400000000001,49.225,1,0,0,0,0,1,1,0,0,0,0
19970,AW00019970,Townsville,-19.2576223,146.8178787,173724.0,2.0,5302.318749999999,1219.82,32,648,5.0,616.0,0.1,existing_not_returned,0,0,1,1,0,Small City,0,0,0,0,around_Brisbane,1110.835783237589,1,0,0,0,0,1060.46375,8.182590663580246,0,0.04,0.0016207455429497568,648,0.2923048634613736,2.5,169674.19999999998,530.231875,1,0,0,0,0,0,1,0,0,0,0
19971,AW00019971,Lavender Bay,-33.8433,151.207,107037.0,2.0,5302.318749999999,2018.87,43,639,3.0,596.0,0.1,existing_not_returned,0,0,1,1,1,Unknown,1,0,0,0,Unknown,-1.0,0,-1,0,0,0,1767.439583333333,8.29783841940532,0,0.04,0.0016750418760469012,639,0.28488486550399056,1.5,227999.70625,530.231875,1,0,0,0,0,0,1,0,0,0,0
19972,AW00019972,Cranbourne,-38.1077,145.28,21281.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,new_customer,1,1,0,0,0,Small City,0,0,0,1,around_Melbourne,42.75549591197834,1,0,1,0,0,0.0,0.0,0,0.0,0.003568242640499554,0,0.3010704727921499,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0
19973,AW00019973,Springwood,-33.6986,150.57,107037.0,1.0,22.97,7.656666,125,125,3.0,279.25,1.0,existing_returned,1,1,1,0,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,1,0,7.656666666666666,0.18375999999999998,0,0.4,0.003568242640499554,125,0.384539860547252,3.0,2871.25,22.97,0,1,0,0,1,0,1,0,0,0,0
19974,AW00019974,Sydney,-33.868719387,151.206957214,5450496.0,2.0,5302.318749999999,2023.375,39,648,2.0,609.0,0.1,existing_not_returned,0,0,1,1,0,Major City,1,0,0,0,Sydney,0.0,1,1,0,0,0,2651.1593749999997,8.182590663580246,0,0.04,0.001639344262295082,648,0.2875314072390846,1.0,206790.43124999997,530.231875,1,0,0,0,0,0,1,0,0,0,0
19975,AW00019975,Hervey Bay,-25.2893813,152.8311581,57722.0,2.0,5302.318749999999,2018.87,29,658,3.0,629.0,0.1,existing_not_returned,0,0,1,1,0,Small City,1,0,0,0,around_Brisbane,243.228281688493,1,0,1,0,0,1767.439583333333,8.05823518237082,0,0.04,0.0015873015873015873,658,0.2943949722020788,1.5,153767.24375,530.231875,0,0,0,0,0,0,1,0,0,0,0
19976,AW00019976,East Brisbane,-27.4796746,153.0459021,107037.0,2.0,44.04,7.34,29,63,5.0,34.0,2.0,existing_not_returned,0,0,1,1,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,1,0,0,8.808,0.699047619047619,1,0.8,0.02857142857142857,63,0.606490210297317,2.5,1277.16,88.08,0,0,0,0,1,0,1,0,0,0,0
19977,AW00019977,Findon,-34.9047624,138.5324053,107037.0,2.0,5302.318749999999,1208.918,59,643,5.0,584.0,0.105263157894,existing_not_returned,0,0,1,1,1,Unknown,0,0,0,0,Unknown,-1.0,0,-1,0,0,0,1060.46375,8.246218895800933,0,0.0421052631576,0.0017094017094017094,643,0.27560964275699257,2.5,312836.80624999997,558.1388157855666,1,0,0,0,0,0,1,0,0,0,0
